start,id_colums,intercontact,SpatialLoc
2004-07-19 12:00:00,"1,3",0.0,2
2004-07-19 12:00:00,"4,7",0.0005555555555555,2
2004-07-20 06:00:00,"4,5",1.662222222222222,2
2004-07-20 06:00:00,"4,7",1.8952777777777776,2
2004-07-20 06:00:00,"5,7",0.2304545454545454,2
2004-07-20 12:00:00,"4,5",0.1397222222222222,2
2004-07-20 12:00:00,"4,7",0.1914285714285714,2
2004-07-20 12:00:00,"5,7",0.2575925925925925,2
2004-07-21 00:00:00,"5,7",0.1159722222222221,2
2004-07-21 06:00:00,"4,5",0.227063492063492,2
2004-07-21 06:00:00,"4,7",0.0381666666666666,2
2004-07-21 06:00:00,"5,7",0.1770760233918128,2
2004-07-21 12:00:00,"1,4",1.5704166666666668,2
2004-07-22 00:00:00,"1,7",0.1663888888888889,2
2004-07-22 06:00:00,"1,4",0.1892129629629629,2
2004-07-22 06:00:00,"1,5",0.421712962962963,2
2004-07-22 06:00:00,"1,7",0.3511666666666667,2
2004-07-22 06:00:00,"4,5",0.1932142857142857,2
2004-07-22 06:00:00,"4,7",0.1316444444444444,2
2004-07-22 06:00:00,"5,7",0.1694841269841269,2
2004-07-22 12:00:00,"1,4",0.2728703703703703,2
2004-07-22 12:00:00,"1,7",0.1987499999999999,2
2004-07-22 12:00:00,"4,5",0.0,2
2004-07-22 12:00:00,"4,7",0.3104761904761904,2
2004-07-22 12:00:00,"5,7",0.1766666666666666,2
2004-07-23 00:00:00,"1,7",2.772222222222222,4
2004-07-23 06:00:00,"1,4",0.0,2
2004-07-23 06:00:00,"1,7",0.1990096618357488,2
2004-07-23 06:00:00,"4,7",0.8288888888888891,2
2004-07-23 12:00:00,"1,4",0.0,2
2004-07-23 12:00:00,"1,7",0.0844444444444444,2
2004-07-23 12:00:00,"4,7",0.0,2
2004-07-26 06:00:00,"1,7",0.2609259259259259,2
2004-07-26 06:00:00,"3,8",0.0,2
2004-07-26 06:00:00,"6,8",1.1416666666666666,2
2004-07-26 12:00:00,"0,6",0.0,2
2004-07-26 12:00:00,"1,7",0.1217222222222221,2
2004-07-26 12:00:00,"1,8",0.0852777777777777,2
2004-07-26 12:00:00,"7,8",0.0457539682539682,2
2004-07-26 18:00:00,"1,4",0.0,2
2004-07-27 06:00:00,"1,4",0.4427777777777777,2
2004-07-27 06:00:00,"1,7",0.5257222222222222,2
2004-07-27 06:00:00,"1,8",0.313611111111111,2
2004-07-27 06:00:00,"4,7",0.0544444444444444,2
2004-07-27 06:00:00,"4,8",0.1572222222222221,2
2004-07-27 06:00:00,"7,8",0.1704074074074074,2
2004-07-27 12:00:00,"1,4",0.1278703703703703,2
2004-07-27 12:00:00,"1,7",0.2255555555555555,2
2004-07-27 12:00:00,"1,8",0.2201515151515151,2
2004-07-27 12:00:00,"4,7",0.0,2
2004-07-27 12:00:00,"4,8",0.1733333333333332,2
2004-07-27 12:00:00,"7,8",0.060432098765432,2
2004-07-28 00:00:00,"1,8",0.0,2
2004-07-28 06:00:00,"1,7",0.4211111111111111,2
2004-07-28 06:00:00,"4,7",0.1183333333333333,2
2004-07-28 12:00:00,"1,7",0.0,2
2004-07-28 12:00:00,"4,7",0.0,2
2004-07-29 06:00:00,"1,7",0.0,2
2004-07-29 12:00:00,"1,4",0.0,2
2004-07-29 12:00:00,"1,7",0.1044444444444444,2
2004-07-30 06:00:00,"0,6",0.0,2
2004-07-30 06:00:00,"1,7",0.7266666666666667,2
2004-08-01 06:00:00,"0,7",0.080798611111111,2
2004-08-02 06:00:00,"0,4",0.1116481481481481,2
2004-08-02 06:00:00,"0,7",0.0919658119658119,2
2004-08-02 06:00:00,"4,7",0.0969444444444443,2
2004-08-02 06:00:00,"5,6",0.0,2
2004-08-02 12:00:00,"0,4",0.8581666666666667,2
2004-08-02 12:00:00,"0,7",0.0984259259259258,2
2004-08-02 18:00:00,"0,4",0.0551587301587301,4
2004-08-04 06:00:00,"0,4",0.2734999999999999,2
2004-08-04 06:00:00,"0,7",0.0094444444444444,2
2004-08-04 12:00:00,"0,4",0.160361111111111,2
2004-08-04 12:00:00,"0,7",0.2760069444444444,2
2004-08-04 12:00:00,"4,7",0.8187777777777777,4
2004-08-08 18:00:00,"0,4",0.0,2
2004-08-09 00:00:00,"0,1",0.1167777777777777,2
2004-08-09 06:00:00,"0,1",0.3354761904761904,2
2004-08-09 06:00:00,"0,4",0.246765873015873,2
2004-08-09 06:00:00,"1,4",0.1532407407407407,2
2004-08-09 12:00:00,"0,1",0.3597222222222221,2
2004-08-09 12:00:00,"0,4",0.2772916666666666,2
2004-08-09 12:00:00,"0,59",0.0,2
2004-08-09 12:00:00,"1,4",0.2952777777777778,2
2004-08-09 12:00:00,"1,59",0.0,2
2004-08-09 12:00:00,"4,59",0.0,2
2004-08-09 12:00:00,"59,87",0.0,2
2004-08-10 00:00:00,"0,1",0.0333333333333332,2
2004-08-10 00:00:00,"0,59",0.0,2
2004-08-10 00:00:00,"8,59",0.0180555555555555,2
2004-08-10 06:00:00,"0,1",0.1643055555555555,2
2004-08-10 06:00:00,"0,17",0.1445061728395061,2
2004-08-10 06:00:00,"0,4",0.1060416666666666,2
2004-08-10 06:00:00,"0,59",0.0,2
2004-08-10 06:00:00,"0,8",0.0708854166666666,2
2004-08-10 06:00:00,"1,4",0.2939141414141413,2
2004-08-10 06:00:00,"1,59",0.0,2
2004-08-10 06:00:00,"1,8",0.2439880952380952,2
2004-08-10 06:00:00,"4,17",0.0344444444444444,2
2004-08-10 06:00:00,"4,8",0.1424879227053139,2
2004-08-10 06:00:00,"8,17",0.0664814814814814,2
2004-08-10 12:00:00,"0,1",0.1234259259259259,2
2004-08-10 12:00:00,"0,17",0.1104513888888888,2
2004-08-10 12:00:00,"0,4",0.098611111111111,2
2004-08-10 12:00:00,"0,8",0.2431944444444443,2
2004-08-10 12:00:00,"1,17",0.0022222222222222,2
2004-08-10 12:00:00,"1,4",0.4680555555555555,2
2004-08-10 12:00:00,"1,8",0.1693055555555555,2
2004-08-10 12:00:00,"4,8",0.555,2
2004-08-10 12:00:00,"8,17",0.0177777777777777,2
2004-08-11 00:00:00,"0,1",0.0197916666666666,2
2004-08-11 06:00:00,"0,1",0.2524845679012346,2
2004-08-11 06:00:00,"0,17",0.0,2
2004-08-11 06:00:00,"0,4",0.1436111111111111,2
2004-08-11 06:00:00,"0,8",0.1909722222222222,2
2004-08-11 06:00:00,"1,17",0.0,2
2004-08-11 06:00:00,"1,4",0.1988492063492062,2
2004-08-11 06:00:00,"1,8",0.4168055555555556,2
2004-08-11 06:00:00,"4,8",0.1885339506172839,2
2004-08-11 06:00:00,"8,17",0.0,2
2004-08-11 12:00:00,"0,4",0.4555277777777776,2
2004-08-11 12:00:00,"0,8",0.0472222222222222,2
2004-08-11 12:00:00,"4,8",0.4397777777777777,2
2004-08-12 06:00:00,"0,1",0.2472222222222222,2
2004-08-12 06:00:00,"0,4",0.2975277777777777,2
2004-08-12 06:00:00,"0,8",0.0536111111111111,2
2004-08-12 06:00:00,"1,17",0.0,2
2004-08-12 06:00:00,"1,4",0.1903125,2
2004-08-12 06:00:00,"1,8",0.3847222222222222,2
2004-08-12 06:00:00,"4,8",0.168148148148148,2
2004-08-12 12:00:00,"0,4",0.0756045751633986,2
2004-08-12 12:00:00,"0,8",0.1119598765432098,2
2004-08-12 12:00:00,"4,8",0.1218567251461987,2
